Name,University,Course,Intake,Status,GRE,English Test,English Score,CGPA,Work Experience,
Shreyaschaudhari,Northeastern University,Information Systems,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,6.8 CGPA ,1 month,
vbsabbisetty,Northeastern University,Information Systems,Fall 2018 ,Interested,312,TOEFL,102,9.05 CGPA ,2 months,
Cassin,Northeastern University,Information Systems,Fall 2018 ,Interested,296,ENG TEST,NA ,7.72 CGPA ,NA,
SakshiMsUs,Northeastern University,Information Systems,Spring 2018 ,Interested,304,TOEFL,95,67%,35 months,
ratnamandava,Northeastern University,Information Systems,Fall 2019 ,Interested,322,ENG TEST,NA ,6.45 CGPA ,1 month,
aastha1897,Northeastern University,Information Systems,Spring 2019 ,Interested,312,IELTS,7.5,7.9 CGPA ,NA,
SonalPDas,Northeastern University,Information Systems,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,8.7 CGPA ,60 months,
kiniaditya,Northeastern University,Information Systems,Fall 2019 ,Interested,305,IELTS,7,8.11 CGPA ,NA,
lokesh2334,Northeastern University,Information Systems,Spring 2019 ,Interested,295,TOEFL,93,54%,41 months,
Aniluu,Northeastern University,Information Systems,Spring 2019 ,Interested,N.A. ,TOEFL,105,8.17 CGPA ,52 months,
nidhipriya1993,Northeastern University,Information Systems,Spring 2019 ,Interested,298,TOEFL,90,9.12 CGPA ,24 months,
dhadwal,Northwestern University,Management Information System,Fall 2018 ,Applied,331,TOEFL,107,64.36%,24 months,
jprashant21,Northwestern University,Management Information System,Fall 2016 ,Applied,319,TOEFL,104,9.21 CGPA ,30 months,
grecs2016,Northwestern University,Management Information System,Fall 2017 ,Applied,317,TOEFL,105,80%,60 months,
akashjain,Northwestern University,Management Information System,Fall 2016 ,Applied,318,TOEFL,110,8.2 CGPA ,20 months,
suchinihar88,Northwestern University,Management Information System,Fall 2016 ,Applied,326,TOEFL,110,7.2 CGPA ,50 months,
thespunkdaemon,Northwestern University,Management Information System,Fall 2016 ,Applied,316,TOEFL,109,64%,36 months,
vijaymsinus123,Northwestern University,Management Information System,Fall 2016 ,Applied,326,TOEFL,104,7.79 CGPA ,12 months,
apoc802,Northwestern University,Management Information System,Fall 2015 ,Applied,311,TOEFL,99,7 CGPA ,20 months,
akashnahata,Northwestern University,Management Information System,Fall 2016 ,Applied,318,TOEFL,106,8.1 CGPA ,30 months,
as257015,Northwestern University,Management Information System,Fall 2016 ,Applied,N.A. ,ENG TEST,NA ,59%,30 months,
yashwanth2212,Northwestern University,Management Information System,Fall 2016 ,Applied,317,TOEFL,104,7 CGPA ,30 months,
rapidstar5,Northwestern University,Management Information System,Fall 2016 ,Admit,311,TOEFL,101,62%,54 months,
saurabh484,Northwestern University,Management Information System,Fall 2016 ,Admit,318,TOEFL,105,6.8 CGPA ,42 months,
shuravi,Northwestern University,Management Information System,Fall 2018 ,Reject,303,ENG TEST,NA ,8.2 CGPA ,47 months,
krishi591,Northwestern University,Management Information System,Fall 2015 ,Reject,314,TOEFL,95,58%,NA,
sagar_93,Northwestern University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,63.21%,35 months,
Sheri27,Northwestern University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,7.04 CGPA ,NA,
lalit_mohan,Northwestern University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,7.2 CGPA ,29 months,
Sree19961996,Northwestern University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,8.1 CGPA ,NA,
Arun Bajoji,Northwestern University,Management Information System,Spring 2019 ,Interested,N.A. ,ENG TEST,NA ,62%,NA,
malvikamgm,Northwestern University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,8.5 CGPA ,NA,
pav1993,Northwestern University,Management Information System,Fall 2019 ,Interested,310,TOEFL,0,8.98 CGPA ,35 months,
Naman Rungta,Northwestern University,Management Information System,Spring 2019 ,Interested,N.A. ,ENG TEST,NA ,72%,27 months,
ManeeshMettu,Northwestern University,Management Information System,Fall 2019 ,Interested,315,TOEFL,112,8.3 CGPA ,12 months,
vivekku9944,Northwestern University,Management Information System,Fall 2018 ,Interested,293,TOEFL,82,55%,22 months,
Manad,Northwestern University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,6.24 CGPA ,NA,
Nimish18,Northwestern University,Management Information System,Fall 2019 ,Interested,287,ENG TEST,NA ,59.90%,80 months,
anukriti,Northwestern University,Management Information System,Spring 2019 ,Interested,N.A. ,ENG TEST,NA ,71%,NA,
priyabalaji,Northwestern University,Management Information System,Fall 2019 ,Interested,N.A. ,IELTS,7.5,7.35 CGPA ,NA,
shivani10397,Northwestern University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,7.02 CGPA ,NA,
Dishu31,Northwestern University,Management Information System,Fall 2019 ,Interested,315,TOEFL,100,7.54 CGPA ,NA,
sidhuroyal,Northwestern University,Management Information System,Spring 2019 ,Interested,N.A. ,ENG TEST,NA  ,74.20%,NA,
rhtchdhry,Northwestern University,Management Information System,Spring 2019 ,Interested,N.A. ,IELTS,7,72%,29 months,
Monil1994,Northwestern University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,5.96 CGPA ,20 months,
aman2129,Northwestern University,Management Information System,Fall 2019 ,Interested,326,TOEFL,99,8.322 CGPA ,12 months,
Name,University,Course,Year,Status,GRE_SCORE,Eng_test,Test_score,Undergrad_score,work_ex,
ankity09,New York University,Information Systems,Fall 2018 ,Applied,310,TOEFL,112,7 CGPA ,30 months,
Shreepriya,New York University,Information Systems,Fall 2018 ,Applied,312,TOEFL,110,8.6 CGPA ,24 months,
SachinN,New York University,Information Systems,Fall 2018 ,Applied,N.A. ,ENG TEST,NA ,67%,15 months,
heenal211,New York University,Information Systems,Fall 2018 ,Applied,313,TOEFL,100,7.65 CGPA ,NA,
kushalwalia,New York University,Information Systems,Fall 2018 ,Applied,315,TOEFL,0,70%,NA,
ashsri,New York University,Information Systems,Spring 2019 ,Applied,302,TOEFL,98,8 CGPA ,29 months,
gaurav995,New York University,Information Systems,Fall 2018 ,Applied,311,TOEFL,102,77%,NA,
Kokil57,New York University,Information Systems,Fall 2018 ,Applied,322,TOEFL,110,5.66 CGPA ,6 months,
renukapotdarr1594,New York University,Information Systems,Fall 2018 ,Applied,314,TOEFL,106,55.50%,24 months,
Aquvator,New York University,Information Systems,Fall 2018 ,Applied,310,TOEFL,106,7.34 CGPA ,18 months,
Aashesh,New York University,Information Systems,Fall 2018 ,Applied,308,IELTS,7.5,7.95 CGPA ,18 months,
harsha0806,New York University,Information Systems,Spring 2018 ,Applied,311,TOEFL,97,6.5 CGPA ,9 months,
priyachintoju30,New York University,Information Systems,Fall 2017 ,Applied,N.A. ,ENG TEST,NA ,75%,NA,
sumeetbirla,New York University,Information Systems,Fall 2017 ,Applied,314,TOEFL,102,64%,38 months,
tushar_tts,New York University,Information Systems,Fall 2017 ,Applied,309,TOEFL,96,7.79 CGPA ,7 months,
disha56,New York University,Information Systems,Fall 2017 ,Applied,316,TOEFL,117,91.50%,6 months,
Ritesh vijay ,New York University,Information Systems,Fall 2017 ,Applied,307,TOEFL,104,61%,84 months,
anubhav,New York University,Information Systems,Fall 2017 ,Applied,316,ENG TEST,NA ,7.2 CGPA ,1 month,
snehashankar,New York University,Information Systems,Fall 2017 ,Applied,319,TOEFL,110,9.5 CGPA ,16 months,
ankitaghadi,New York University,Information Systems,Spring 2017 ,Applied,311,TOEFL,96,68%,18 months,
Rhea Rai,New York University,Information Systems,Fall 2019 ,Admit,N.A. ,TOEFL,80,73%,6 months,
RohitN,New York University,Information Systems,Fall 2017 ,Admit,311,TOEFL,107,52%,35 months,
ShashankTops,New York University,Information Systems,Fall 2018 ,Admit,323,TOEFL,107,7.1 CGPA ,44 months,
pshreya,New York University,Information Systems,Fall 2018 ,Admit,312,TOEFL,104,7.61 CGPA ,20 months,
Anks89,New York University,Information Systems,Fall 2018 ,Admit,313,TOEFL,0,8.03 CGPA ,60 months,
shubhm,New York University,Information Systems,Fall 2018 ,Admit,307,TOEFL,0,74%,15 months,
anandaltekar,New York University,Information Systems,Fall 2018 ,Admit,320,TOEFL,107,69%,60 months,
satya0721,New York University,Information Systems,Fall 2019 ,Admit,316,TOEFL,113,7.86 CGPA ,36 months,
aah,New York University,Information Systems,Fall 2018 ,Admit,320,ENG TEST,NA ,8 CGPA ,NA,
Nidhi777 ,New York University,Information Systems,Fall 2018 ,Admit,310,TOEFL,103,70%,88 months,
umangsuhalka,New York University,Information Systems,Fall 2018 ,Admit,330,TOEFL,0,65%,24 months,
mohitghodake,New York University,Information Systems,Fall 2018 ,Admit,311,TOEFL,98,7.31 CGPA ,25 months,
MayureshRM,New York University,Information Systems,Fall 2018 ,Admit,318,TOEFL,0,73.50%,33 months,
sajan bang,New York University,Information Systems,Fall 2018 ,Admit,304,TOEFL,92,7.2 CGPA ,16 months,
preetish7,New York University,Information Systems,Fall 2018 ,Admit,311,TOEFL,97,7.7 CGPA ,35 months,
Ankeet1406,New York University,Information Systems,Fall 2018 ,Admit,326,TOEFL,111,60.10%,42 months,
Sanchsabharwal,New York University,Information Systems,Fall 2018 ,Admit,308,TOEFL,100,9.23 CGPA ,26 months,
Himanshi22,New York University,Information Systems,Fall 2018 ,Admit,314,TOEFL,100,76%,41 months,
saiyogesh,New York University,Information Systems,Fall 2018 ,Admit,320,TOEFL,113,7.9 CGPA ,17 months,
wonderMIS,New York University,Information Systems,Fall 2018 ,Admit,320,TOEFL,100,90%,34 months,
niteshnm,New York University,Information Systems,Fall 2018 ,Reject,310,TOEFL,115,71.50%,48 months,
Shweth94,New York University,Information Systems,Fall 2018 ,Reject,310,TOEFL,90,71%,6 months,
Rawlani,New York University,Information Systems,Fall 2018 ,Reject,312,TOEFL,91,7.8 CGPA ,14 months,
shruti1735,New York University,Information Systems,Fall 2018 ,Reject,320,TOEFL,0,7.54 CGPA ,7 months,
Sandyyy,New York University,Information Systems,Fall 2018 ,Reject,305,ENG TEST,NA ,8.5 CGPA ,6 months,
ATATAT,New York University,Information Systems,Fall 2018 ,Reject,N.A. ,TOEFL,103,8.5 CGPA ,1 month,
pateljay134,New York University,Information Systems,Spring 2018 ,Reject,310,TOEFL,95,8 CGPA ,NA,
adityajagitani,New York University,Information Systems,Fall 2012 ,Reject,316,TOEFL,100,62.30%,NA,
Ashish95arora,New York University,Information Systems,Fall 2017 ,Reject,321,TOEFL,104,8.54 CGPA ,10 months,
Proshonjit,New York University,Information Systems,Fall 2017 ,Reject,313,TOEFL,112,55%,43 months,
